Event,Study_type,Species,Species.UID.URL,Date.start.of.experiment,Date.end.of.experiment,Experiment,Treatment,Individual,body_length_um,growth_rate_um/day,T_target,pH_target,Li_target,T_measured,pH_TS_insitu,Lithium_measured_mg/L,pH_NBS,temp,TA1,TA2,meanALK,pHTS1,pHTS2,mean_pH_TS,flag_seacarb,S,Patm,CO2,fCO2,pCO2,fCO2pot,pCO2pot,fCO2insitu,pCO2insitu,HCO3,CO3,DIC,ALK,OmegaAragonite,OmegaCalcite
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124329,27-10-2022,31-10-2022,experiment1_single_driver,SL4,12,355.362,67.5905,20,8.1,10,19.7,7.98429081,12,8.01,20.1,2501.076,2494.895,2497.9855,7.996,7.9725,7.9843,8,38,1,1.60E-05,504.30405,506.01911,504.30405,506.01911,504.30405,506.01912,0.002034204,0.000189076,0.002239316,0.002497986,2.882296969,4.419288135
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124329,27-10-2022,31-10-2022,experiment1_single_driver,SL4,13,377.721,73.18025,20,8.1,10,19.7,7.98429081,12,8.01,20.1,2501.076,2494.895,2497.9855,7.996,7.9725,7.9843,8,38,1,1.60E-05,504.30405,506.01911,504.30405,506.01911,504.30405,506.01912,0.002034204,0.000189076,0.002239316,0.002497986,2.882296969,4.419288135
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124329,27-10-2022,31-10-2022,experiment1_single_driver,SL4,14,385.136,75.034,20,8.1,10,19.7,7.98429081,12,8.01,20.1,2501.076,2494.895,2497.9855,7.996,7.9725,7.9843,8,38,1,1.60E-05,504.30405,506.01911,504.30405,506.01911,504.30405,506.01912,0.002034204,0.000189076,0.002239316,0.002497986,2.882296969,4.419288135
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment1_single_driver,SL5,1,358.768,68.442,20,8.1,20,19.7,8.003291318,21,8.01,20.2,2493.209,2435.016,2464.1125,8.0054,8.0012,8.0033,8,38,1,1.50E-05,471.96024,473.56325,471.96024,473.56325,471.96024,473.56326,0.001987641,0.000193735,0.002196342,0.002464113,2.954274484,4.528445372
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment1_single_driver,SL5,2,344.347,64.83675,20,8.1,20,19.7,8.003291318,21,8.01,20.2,2493.209,2435.016,2464.1125,8.0054,8.0012,8.0033,8,38,1,1.50E-05,471.96024,473.56325,471.96024,473.56325,471.96024,473.56326,0.001987641,0.000193735,0.002196342,0.002464113,2.954274484,4.528445372
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment1_single_driver,SL5,3,349.348,66.087,20,8.1,20,19.7,8.003291318,21,8.01,20.2,2493.209,2435.016,2464.1125,8.0054,8.0012,8.0033,8,38,1,1.50E-05,471.96024,473.56325,471.96024,473.56325,471.96024,473.56326,0.001987641,0.000193735,0.002196342,0.002464113,2.954274484,4.528445372
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment1_single_driver,SL5,4,376.232,72.808,20,8.1,20,19.7,8.003291318,21,8.01,20.2,2493.209,2435.016,2464.1125,8.0054,8.0012,8.0033,8,38,1,1.50E-05,471.96024,473.56325,471.96024,473.56325,471.96024,473.56326,0.001987641,0.000193735,0.002196342,0.002464113,2.954274484,4.528445372
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment1_single_driver,SL5,5,374.584,72.396,20,8.1,20,19.7,8.003291318,21,8.01,20.2,2493.209,2435.016,2464.1125,8.0054,8.0012,8.0033,8,38,1,1.50E-05,471.96024,473.56325,471.96024,473.56325,471.96024,473.56326,0.001987641,0.000193735,0.002196342,0.002464113,2.954274484,4.528445372
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment1_single_driver,SL5,6,362.189,69.29725,20,8.1,20,19.7,8.003291318,21,8.01,20.2,2493.209,2435.016,2464.1125,8.0054,8.0012,8.0033,8,38,1,1.50E-05,471.96024,473.56325,471.96024,473.56325,471.96024,473.56326,0.001987641,0.000193735,0.002196342,0.002464113,2.954274484,4.528445372
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment1_single_driver,SL5,7,352.126,66.7815,20,8.1,20,19.7,8.003291318,21,8.01,20.2,2493.209,2435.016,2464.1125,8.0054,8.0012,8.0033,8,38,1,1.50E-05,471.96024,473.56325,471.96024,473.56325,471.96024,473.56326,0.001987641,0.000193735,0.002196342,0.002464113,2.954274484,4.528445372
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment1_single_driver,SL5,8,350.987,66.49675,20,8.1,20,19.7,8.003291318,21,8.01,20.2,2493.209,2435.016,2464.1125,8.0054,8.0012,8.0033,8,38,1,1.50E-05,471.96024,473.56325,471.96024,473.56325,471.96024,473.56326,0.001987641,0.000193735,0.002196342,0.002464113,2.954274484,4.528445372
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment1_single_driver,SL5,9,346.124,65.281,20,8.1,20,19.7,8.003291318,21,8.01,20.2,2493.209,2435.016,2464.1125,8.0054,8.0012,8.0033,8,38,1,1.50E-05,471.96024,473.56325,471.96024,473.56325,471.96024,473.56326,0.001987641,0.000193735,0.002196342,0.002464113,2.954274484,4.528445372
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment1_single_driver,SL5,10,341.751,64.18775,20,8.1,20,19.7,8.003291318,21,8.01,20.2,2493.209,2435.016,2464.1125,8.0054,8.0012,8.0033,8,38,1,1.50E-05,471.96024,473.56325,471.96024,473.56325,471.96024,473.56326,0.001987641,0.000193735,0.002196342,0.002464113,2.954274484,4.528445372
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment1_single_driver,SL5,11,346.909,65.47725,20,8.1,20,19.7,8.003291318,21,8.01,20.2,2493.209,2435.016,2464.1125,8.0054,8.0012,8.0033,8,38,1,1.50E-05,471.96024,473.56325,471.96024,473.56325,471.96024,473.56326,0.001987641,0.000193735,0.002196342,0.002464113,2.954274484,4.528445372
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment1_single_driver,SL5,12,349.19,66.0475,20,8.1,20,19.7,8.003291318,21,8.01,20.2,2493.209,2435.016,2464.1125,8.0054,8.0012,8.0033,8,38,1,1.50E-05,471.96024,473.56325,471.96024,473.56325,471.96024,473.56326,0.001987641,0.000193735,0.002196342,0.002464113,2.954274484,4.528445372
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment1_single_driver,SL5,13,336.738,62.9345,20,8.1,20,19.7,8.003291318,21,8.01,20.2,2493.209,2435.016,2464.1125,8.0054,8.0012,8.0033,8,38,1,1.50E-05,471.96024,473.56325,471.96024,473.56325,471.96024,473.56326,0.001987641,0.000193735,0.002196342,0.002464113,2.954274484,4.528445372
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment1_single_driver,SL5,14,334.48,62.37,20,8.1,20,19.7,8.003291318,21,8.01,20.2,2493.209,2435.016,2464.1125,8.0054,8.0012,8.0033,8,38,1,1.50E-05,471.96024,473.56325,471.96024,473.56325,471.96024,473.56326,0.001987641,0.000193735,0.002196342,0.002464113,2.954274484,4.528445372
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment1_single_driver,SL5,15,363.515,69.62875,20,8.1,20,19.7,8.003291318,21,8.01,20.2,2493.209,2435.016,2464.1125,8.0054,8.0012,8.0033,8,38,1,1.50E-05,471.96024,473.56325,471.96024,473.56325,471.96024,473.56326,0.001987641,0.000193735,0.002196342,0.002464113,2.954274484,4.528445372
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment1_single_driver,SL5,16,357.178,68.0445,20,8.1,20,19.7,8.003291318,21,8.01,20.2,2493.209,2435.016,2464.1125,8.0054,8.0012,8.0033,8,38,1,1.50E-05,471.96024,473.56325,471.96024,473.56325,471.96024,473.56326,0.001987641,0.000193735,0.002196342,0.002464113,2.954274484,4.528445372
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment1_single_driver,SL5,17,359.934,68.7335,20,8.1,20,19.7,8.003291318,21,8.01,20.2,2493.209,2435.016,2464.1125,8.0054,8.0012,8.0033,8,38,1,1.50E-05,471.96024,473.56325,471.96024,473.56325,471.96024,473.56326,0.001987641,0.000193735,0.002196342,0.002464113,2.954274484,4.528445372
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment1_single_driver,SL5,18,357.612,68.153,20,8.1,20,19.7,8.003291318,21,8.01,20.2,2493.209,2435.016,2464.1125,8.0054,8.0012,8.0033,8,38,1,1.50E-05,471.96024,473.56325,471.96024,473.56325,471.96024,473.56326,0.001987641,0.000193735,0.002196342,0.002464113,2.954274484,4.528445372
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment1_single_driver,SL5,19,359.405,68.60125,20,8.1,20,19.7,8.003291318,21,8.01,20.2,2493.209,2435.016,2464.1125,8.0054,8.0012,8.0033,8,38,1,1.50E-05,471.96024,473.56325,471.96024,473.56325,471.96024,473.56326,0.001987641,0.000193735,0.002196342,0.002464113,2.954274484,4.528445372
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment1_single_driver,SL5,20,335.371,62.59275,20,8.1,20,19.7,8.003291318,21,8.01,20.2,2493.209,2435.016,2464.1125,8.0054,8.0012,8.0033,8,38,1,1.50E-05,471.96024,473.56325,471.96024,473.56325,471.96024,473.56326,0.001987641,0.000193735,0.002196342,0.002464113,2.954274484,4.528445372
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment1_single_driver,SL5,21,338.983,63.49575,20,8.1,20,19.7,8.003291318,21,8.01,20.2,2493.209,2435.016,2464.1125,8.0054,8.0012,8.0033,8,38,1,1.50E-05,471.96024,473.56325,471.96024,473.56325,471.96024,473.56326,0.001987641,0.000193735,0.002196342,0.002464113,2.954274484,4.528445372
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124321,27-10-2022,31-10-2022,experiment1_single_driver,SP1,1,394.899,77.47475,20,8.1,0.18,19.7,7.987290891,0.19,8.02,20.6,2521.283,2529.495,2525.389,8.0003,7.9743,7.9873,8,38,1,1.59E-05,505.69752,507.40668,505.69752,507.40668,505.69752,507.40668,0.00204762,0.000195267,0.002258748,0.002525389,2.981526567,4.565326728
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124321,27-10-2022,31-10-2022,experiment1_single_driver,SP1,2,392.661,76.91525,20,8.1,0.18,19.7,7.987290891,0.19,8.02,20.6,2521.283,2529.495,2525.389,8.0003,7.9743,7.9873,8,38,1,1.59E-05,505.69752,507.40668,505.69752,507.40668,505.69752,507.40668,0.00204762,0.000195267,0.002258748,0.002525389,2.981526567,4.565326728
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124321,27-10-2022,31-10-2022,experiment1_single_driver,SP1,3,366.133,70.28325,20,8.1,0.18,19.7,7.987290891,0.19,8.02,20.6,2521.283,2529.495,2525.389,8.0003,7.9743,7.9873,8,38,1,1.59E-05,505.69752,507.40668,505.69752,507.40668,505.69752,507.40668,0.00204762,0.000195267,0.002258748,0.002525389,2.981526567,4.565326728
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124321,27-10-2022,31-10-2022,experiment1_single_driver,SP1,4,388.712,75.928,20,8.1,0.18,19.7,7.987290891,0.19,8.02,20.6,2521.283,2529.495,2525.389,8.0003,7.9743,7.9873,8,38,1,1.59E-05,505.69752,507.40668,505.69752,507.40668,505.69752,507.40668,0.00204762,0.000195267,0.002258748,0.002525389,2.981526567,4.565326728
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124321,27-10-2022,31-10-2022,experiment1_single_driver,SP1,5,368.287,70.82175,20,8.1,0.18,19.7,7.987290891,0.19,8.02,20.6,2521.283,2529.495,2525.389,8.0003,7.9743,7.9873,8,38,1,1.59E-05,505.69752,507.40668,505.69752,507.40668,505.69752,507.40668,0.00204762,0.000195267,0.002258748,0.002525389,2.981526567,4.565326728
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124321,27-10-2022,31-10-2022,experiment1_single_driver,SP1,6,352.618,66.9045,20,8.1,0.18,19.7,7.987290891,0.19,8.02,20.6,2521.283,2529.495,2525.389,8.0003,7.9743,7.9873,8,38,1,1.59E-05,505.69752,507.40668,505.69752,507.40668,505.69752,507.40668,0.00204762,0.000195267,0.002258748,0.002525389,2.981526567,4.565326728
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124321,27-10-2022,31-10-2022,experiment1_single_driver,SP1,7,405.193,80.04825,20,8.1,0.18,19.7,7.987290891,0.19,8.02,20.6,2521.283,2529.495,2525.389,8.0003,7.9743,7.9873,8,38,1,1.59E-05,505.69752,507.40668,505.69752,507.40668,505.69752,507.40668,0.00204762,0.000195267,0.002258748,0.002525389,2.981526567,4.565326728
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124321,27-10-2022,31-10-2022,experiment1_single_driver,SP1,8,392.293,76.82325,20,8.1,0.18,19.7,7.987290891,0.19,8.02,20.6,2521.283,2529.495,2525.389,8.0003,7.9743,7.9873,8,38,1,1.59E-05,505.69752,507.40668,505.69752,507.40668,505.69752,507.40668,0.00204762,0.000195267,0.002258748,0.002525389,2.981526567,4.565326728
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124321,27-10-2022,31-10-2022,experiment1_single_driver,SP1,9,342.822,64.4555,20,8.1,0.18,19.7,7.987290891,0.19,8.02,20.6,2521.283,2529.495,2525.389,8.0003,7.9743,7.9873,8,38,1,1.59E-05,505.69752,507.40668,505.69752,507.40668,505.69752,507.40668,0.00204762,0.000195267,0.002258748,0.002525389,2.981526567,4.565326728
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124321,27-10-2022,31-10-2022,experiment1_single_driver,SP1,10,360.549,68.88725,20,8.1,0.18,19.7,7.987290891,0.19,8.02,20.6,2521.283,2529.495,2525.389,8.0003,7.9743,7.9873,8,38,1,1.59E-05,505.69752,507.40668,505.69752,507.40668,505.69752,507.40668,0.00204762,0.000195267,0.002258748,0.002525389,2.981526567,4.565326728
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124321,27-10-2022,31-10-2022,experiment1_single_driver,SP1,11,392.918,76.9795,20,8.1,0.18,19.7,7.987290891,0.19,8.02,20.6,2521.283,2529.495,2525.389,8.0003,7.9743,7.9873,8,38,1,1.59E-05,505.69752,507.40668,505.69752,507.40668,505.69752,507.40668,0.00204762,0.000195267,0.002258748,0.002525389,2.981526567,4.565326728
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124322,27-10-2022,31-10-2022,experiment1_single_driver,SP2,1,378.373,73.34325,20,7.95,0.18,19.7,7.892487215,0.18,7.84,20.2,2513.362,2524.947,2519.1545,7.8849,7.9001,7.8925,8,38,1,2.07E-05,651.57046,653.78398,651.57046,653.78398,651.57046,653.78398,0.00212615,0.00016057,0.002307382,0.002519155,2.448537843,3.753229406
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124322,27-10-2022,31-10-2022,experiment1_single_driver,SP2,2,385.018,75.0045,20,7.95,0.18,19.7,7.892487215,0.18,7.84,20.2,2513.362,2524.947,2519.1545,7.8849,7.9001,7.8925,8,38,1,2.07E-05,651.57046,653.78398,651.57046,653.78398,651.57046,653.78398,0.00212615,0.00016057,0.002307382,0.002519155,2.448537843,3.753229406
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124322,27-10-2022,31-10-2022,experiment1_single_driver,SP2,3,409.562,81.1405,20,7.95,0.18,19.7,7.892487215,0.18,7.84,20.2,2513.362,2524.947,2519.1545,7.8849,7.9001,7.8925,8,38,1,2.07E-05,651.57046,653.78398,651.57046,653.78398,651.57046,653.78398,0.00212615,0.00016057,0.002307382,0.002519155,2.448537843,3.753229406
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124322,27-10-2022,31-10-2022,experiment1_single_driver,SP2,4,380.134,73.7835,20,7.95,0.18,19.7,7.892487215,0.18,7.84,20.2,2513.362,2524.947,2519.1545,7.8849,7.9001,7.8925,8,38,1,2.07E-05,651.57046,653.78398,651.57046,653.78398,651.57046,653.78398,0.00212615,0.00016057,0.002307382,0.002519155,2.448537843,3.753229406
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124322,27-10-2022,31-10-2022,experiment1_single_driver,SP2,5,368.926,70.9815,20,7.95,0.18,19.7,7.892487215,0.18,7.84,20.2,2513.362,2524.947,2519.1545,7.8849,7.9001,7.8925,8,38,1,2.07E-05,651.57046,653.78398,651.57046,653.78398,651.57046,653.78398,0.00212615,0.00016057,0.002307382,0.002519155,2.448537843,3.753229406
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124322,27-10-2022,31-10-2022,experiment1_single_driver,SP2,6,378.909,73.47725,20,7.95,0.18,19.7,7.892487215,0.18,7.84,20.2,2513.362,2524.947,2519.1545,7.8849,7.9001,7.8925,8,38,1,2.07E-05,651.57046,653.78398,651.57046,653.78398,651.57046,653.78398,0.00212615,0.00016057,0.002307382,0.002519155,2.448537843,3.753229406
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124322,27-10-2022,31-10-2022,experiment1_single_driver,SP2,7,391.568,76.642,20,7.95,0.18,19.7,7.892487215,0.18,7.84,20.2,2513.362,2524.947,2519.1545,7.8849,7.9001,7.8925,8,38,1,2.07E-05,651.57046,653.78398,651.57046,653.78398,651.57046,653.78398,0.00212615,0.00016057,0.002307382,0.002519155,2.448537843,3.753229406
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124322,27-10-2022,31-10-2022,experiment1_single_driver,SP2,8,371.788,71.697,20,7.95,0.18,19.7,7.892487215,0.18,7.84,20.2,2513.362,2524.947,2519.1545,7.8849,7.9001,7.8925,8,38,1,2.07E-05,651.57046,653.78398,651.57046,653.78398,651.57046,653.78398,0.00212615,0.00016057,0.002307382,0.002519155,2.448537843,3.753229406
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124323,27-10-2022,31-10-2022,experiment1_single_driver,SP3,1,388.327,75.83175,20,7.7,0.18,19.7,7.762979659,0.18,7.63,20.1,2506.743,2509.263,2508.003,7.7846,7.7414,7.763,8,38,1,2.90E-05,910.48141,913.57925,910.48141,913.57925,910.48141,913.57926,0.002206344,0.000123201,0.002358496,0.002508003,1.878094134,2.87959194
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124323,27-10-2022,31-10-2022,experiment1_single_driver,SP3,2,395.723,77.68075,20,7.7,0.18,19.7,7.762979659,0.18,7.63,20.1,2506.743,2509.263,2508.003,7.7846,7.7414,7.763,8,38,1,2.90E-05,910.48141,913.57925,910.48141,913.57925,910.48141,913.57926,0.002206344,0.000123201,0.002358496,0.002508003,1.878094134,2.87959194
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124323,27-10-2022,31-10-2022,experiment1_single_driver,SP3,3,376.393,72.84825,20,7.7,0.18,19.7,7.762979659,0.18,7.63,20.1,2506.743,2509.263,2508.003,7.7846,7.7414,7.763,8,38,1,2.90E-05,910.48141,913.57925,910.48141,913.57925,910.48141,913.57926,0.002206344,0.000123201,0.002358496,0.002508003,1.878094134,2.87959194
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124323,27-10-2022,31-10-2022,experiment1_single_driver,SP3,4,389.787,76.19675,20,7.7,0.18,19.7,7.762979659,0.18,7.63,20.1,2506.743,2509.263,2508.003,7.7846,7.7414,7.763,8,38,1,2.90E-05,910.48141,913.57925,910.48141,913.57925,910.48141,913.57926,0.002206344,0.000123201,0.002358496,0.002508003,1.878094134,2.87959194
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124323,27-10-2022,31-10-2022,experiment1_single_driver,SP3,5,376.648,72.912,20,7.7,0.18,19.7,7.762979659,0.18,7.63,20.1,2506.743,2509.263,2508.003,7.7846,7.7414,7.763,8,38,1,2.90E-05,910.48141,913.57925,910.48141,913.57925,910.48141,913.57926,0.002206344,0.000123201,0.002358496,0.002508003,1.878094134,2.87959194
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124323,27-10-2022,31-10-2022,experiment1_single_driver,SP3,6,381.141,74.03525,20,7.7,0.18,19.7,7.762979659,0.18,7.63,20.1,2506.743,2509.263,2508.003,7.7846,7.7414,7.763,8,38,1,2.90E-05,910.48141,913.57925,910.48141,913.57925,910.48141,913.57926,0.002206344,0.000123201,0.002358496,0.002508003,1.878094134,2.87959194
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124323,27-10-2022,31-10-2022,experiment1_single_driver,SP3,7,399.045,78.51125,20,7.7,0.18,19.7,7.762979659,0.18,7.63,20.1,2506.743,2509.263,2508.003,7.7846,7.7414,7.763,8,38,1,2.90E-05,910.48141,913.57925,910.48141,913.57925,910.48141,913.57926,0.002206344,0.000123201,0.002358496,0.002508003,1.878094134,2.87959194
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124323,27-10-2022,31-10-2022,experiment1_single_driver,SP3,8,400.858,78.9645,20,7.7,0.18,19.7,7.762979659,0.18,7.63,20.1,2506.743,2509.263,2508.003,7.7846,7.7414,7.763,8,38,1,2.90E-05,910.48141,913.57925,910.48141,913.57925,910.48141,913.57926,0.002206344,0.000123201,0.002358496,0.002508003,1.878094134,2.87959194
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124323,27-10-2022,31-10-2022,experiment1_single_driver,SP3,9,388.749,75.93725,20,7.7,0.18,19.7,7.762979659,0.18,7.63,20.1,2506.743,2509.263,2508.003,7.7846,7.7414,7.763,8,38,1,2.90E-05,910.48141,913.57925,910.48141,913.57925,910.48141,913.57926,0.002206344,0.000123201,0.002358496,0.002508003,1.878094134,2.87959194
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124324,27-10-2022,31-10-2022,experiment1_single_driver,SP4,1,389.682,76.1705,20,7.45,0.18,19.7,7.701074783,0.18,7.42,20.1,2498.029,2506.045,2502.037,7.7321,7.6701,7.7011,8,38,1,3.38E-05,1064.44111,1068.06341,1064.44111,1068.06341,1064.44111,1068.06343,0.002236782,0.000108309,0.002378939,0.002502037,1.651079212,2.531520815
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124324,27-10-2022,31-10-2022,experiment1_single_driver,SP4,2,358.829,68.45725,20,7.45,0.18,19.7,7.701074783,0.18,7.42,20.1,2498.029,2506.045,2502.037,7.7321,7.6701,7.7011,8,38,1,3.38E-05,1064.44111,1068.06341,1064.44111,1068.06341,1064.44111,1068.06343,0.002236782,0.000108309,0.002378939,0.002502037,1.651079212,2.531520815
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124324,27-10-2022,31-10-2022,experiment1_single_driver,SP4,3,387.651,75.66275,20,7.45,0.18,19.7,7.701074783,0.18,7.42,20.1,2498.029,2506.045,2502.037,7.7321,7.6701,7.7011,8,38,1,3.38E-05,1064.44111,1068.06341,1064.44111,1068.06341,1064.44111,1068.06343,0.002236782,0.000108309,0.002378939,0.002502037,1.651079212,2.531520815
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124324,27-10-2022,31-10-2022,experiment1_single_driver,SP4,4,344.124,64.781,20,7.45,0.18,19.7,7.701074783,0.18,7.42,20.1,2498.029,2506.045,2502.037,7.7321,7.6701,7.7011,8,38,1,3.38E-05,1064.44111,1068.06341,1064.44111,1068.06341,1064.44111,1068.06343,0.002236782,0.000108309,0.002378939,0.002502037,1.651079212,2.531520815
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124324,27-10-2022,31-10-2022,experiment1_single_driver,SP4,5,323.041,59.51025,20,7.45,0.18,19.7,7.701074783,0.18,7.42,20.1,2498.029,2506.045,2502.037,7.7321,7.6701,7.7011,8,38,1,3.38E-05,1064.44111,1068.06341,1064.44111,1068.06341,1064.44111,1068.06343,0.002236782,0.000108309,0.002378939,0.002502037,1.651079212,2.531520815
