Event,Study_type,Species,Species.UID.URL,Date.start.of.experiment,Date.end.of.experiment,Experiment,Treatment,Individual,body_length_um,growth_rate_um/day,T_target,pH_target,Li_target,T_measured,pH_TS_insitu,Lithium_measured_mg/L,pH_NBS,temp,TA1,TA2,meanALK,pHTS1,pHTS2,mean_pH_TS,flag_seacarb,S,Patm,CO2,fCO2,pCO2,fCO2pot,pCO2pot,fCO2insitu,pCO2insitu,HCO3,CO3,DIC,ALK,OmegaAragonite,OmegaCalcite
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124317,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_20_R2,3,383.33,74.58,20,8.1,0.18,20.7,7.971564531,0.18,7.98,20.7,2535.53921,2535.35106,2535.445135,7.96969229,7.973456046,7.971574168,8,38,1,1.66E-05,530.0505,531.8397,530.0505,531.8397,530.0505,531.8398,0.002069,0.000191,0.002276,0.002535,2.916859,4.465102
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124317,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_20_R2,4,395.8,77.7,20,8.1,0.18,20.7,7.971564531,0.18,7.98,20.7,2535.53921,2535.35106,2535.445135,7.96969229,7.973456046,7.971574168,8,38,1,1.66E-05,530.0505,531.8397,530.0505,531.8397,530.0505,531.8398,0.002069,0.000191,0.002276,0.002535,2.916859,4.465102
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124317,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_20_R2,5,388.17,75.79,20,8.1,0.18,20.7,7.971564531,0.18,7.98,20.7,2535.53921,2535.35106,2535.445135,7.96969229,7.973456046,7.971574168,8,38,1,1.66E-05,530.0505,531.8397,530.0505,531.8397,530.0505,531.8398,0.002069,0.000191,0.002276,0.002535,2.916859,4.465102
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124317,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_20_R2,6,388.2,75.8,20,8.1,0.18,20.7,7.971564531,0.18,7.98,20.7,2535.53921,2535.35106,2535.445135,7.96969229,7.973456046,7.971574168,8,38,1,1.66E-05,530.0505,531.8397,530.0505,531.8397,530.0505,531.8398,0.002069,0.000191,0.002276,0.002535,2.916859,4.465102
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124317,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_20_R2,7,370.87,71.47,20,8.1,0.18,20.7,7.971564531,0.18,7.98,20.7,2535.53921,2535.35106,2535.445135,7.96969229,7.973456046,7.971574168,8,38,1,1.66E-05,530.0505,531.8397,530.0505,531.8397,530.0505,531.8398,0.002069,0.000191,0.002276,0.002535,2.916859,4.465102
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124317,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_20_R2,8,383.76,74.69,20,8.1,0.18,20.7,7.971564531,0.18,7.98,20.7,2535.53921,2535.35106,2535.445135,7.96969229,7.973456046,7.971574168,8,38,1,1.66E-05,530.0505,531.8397,530.0505,531.8397,530.0505,531.8398,0.002069,0.000191,0.002276,0.002535,2.916859,4.465102
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124317,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_20_R2,9,388.86,75.96,20,8.1,0.18,20.7,7.971564531,0.18,7.98,20.7,2535.53921,2535.35106,2535.445135,7.96969229,7.973456046,7.971574168,8,38,1,1.66E-05,530.0505,531.8397,530.0505,531.8397,530.0505,531.8398,0.002069,0.000191,0.002276,0.002535,2.916859,4.465102
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124317,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_20_R2,10,385.72,75.18,20,8.1,0.18,20.7,7.971564531,0.18,7.98,20.7,2535.53921,2535.35106,2535.445135,7.96969229,7.973456046,7.971574168,8,38,1,1.66E-05,530.0505,531.8397,530.0505,531.8397,530.0505,531.8398,0.002069,0.000191,0.002276,0.002535,2.916859,4.465102
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124322,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML2P2_20_R1,1,350.37,66.34,20,7.7,7,20.8,7.679941691,7,7.52,20.8,2472.62231,2472.30285,2472.46258,7.67729338,7.682645568,7.679969474,8,38,1,3.47E-05,1111.544,1115.294,1111.544,1115.294,1111.544,1115.294,0.002215,0.000105,0.002355,0.002472,1.602574,2.452542
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124322,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML2P2_20_R1,2,378.55,73.39,20,7.7,7,20.8,7.679941691,7,7.52,20.8,2472.62231,2472.30285,2472.46258,7.67729338,7.682645568,7.679969474,8,38,1,3.47E-05,1111.544,1115.294,1111.544,1115.294,1111.544,1115.294,0.002215,0.000105,0.002355,0.002472,1.602574,2.452542
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124322,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML2P2_20_R1,3,369.05,71.01,20,7.7,7,20.8,7.679941691,7,7.52,20.8,2472.62231,2472.30285,2472.46258,7.67729338,7.682645568,7.679969474,8,38,1,3.47E-05,1111.544,1115.294,1111.544,1115.294,1111.544,1115.294,0.002215,0.000105,0.002355,0.002472,1.602574,2.452542
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124322,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML2P2_20_R1,4,385.22,75.06,20,7.7,7,20.8,7.679941691,7,7.52,20.8,2472.62231,2472.30285,2472.46258,7.67729338,7.682645568,7.679969474,8,38,1,3.47E-05,1111.544,1115.294,1111.544,1115.294,1111.544,1115.294,0.002215,0.000105,0.002355,0.002472,1.602574,2.452542
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124322,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML2P2_20_R1,5,397.82,78.21,20,7.7,7,20.8,7.679941691,7,7.52,20.8,2472.62231,2472.30285,2472.46258,7.67729338,7.682645568,7.679969474,8,38,1,3.47E-05,1111.544,1115.294,1111.544,1115.294,1111.544,1115.294,0.002215,0.000105,0.002355,0.002472,1.602574,2.452542
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124322,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML2P2_20_R1,6,400.88,78.97,20,7.7,7,20.8,7.679941691,7,7.52,20.8,2472.62231,2472.30285,2472.46258,7.67729338,7.682645568,7.679969474,8,38,1,3.47E-05,1111.544,1115.294,1111.544,1115.294,1111.544,1115.294,0.002215,0.000105,0.002355,0.002472,1.602574,2.452542
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124323,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML2P2_20_R2,1,381.22,74.05,20,7.7,7,20.5,7.696207593,8,7.54,20.5,2506.58495,2498.59898,2502.591965,7.693795139,7.698671783,7.696233461,8,38,1,3.39E-05,1078.968,1082.622,1078.968,1082.622,1078.968,1082.622,0.002236,0.000109,0.002379,0.002503,1.659289,2.541395
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124323,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML2P2_20_R2,2,384.17,74.79,20,7.7,7,20.5,7.696207593,8,7.54,20.5,2506.58495,2498.59898,2502.591965,7.693795139,7.698671783,7.696233461,8,38,1,3.39E-05,1078.968,1082.622,1078.968,1082.622,1078.968,1082.622,0.002236,0.000109,0.002379,0.002503,1.659289,2.541395
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124323,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML2P2_20_R2,3,355.4,67.6,20,7.7,7,20.5,7.696207593,8,7.54,20.5,2506.58495,2498.59898,2502.591965,7.693795139,7.698671783,7.696233461,8,38,1,3.39E-05,1078.968,1082.622,1078.968,1082.622,1078.968,1082.622,0.002236,0.000109,0.002379,0.002503,1.659289,2.541395
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124323,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML2P2_20_R2,4,343.73,64.68,20,7.7,7,20.5,7.696207593,8,7.54,20.5,2506.58495,2498.59898,2502.591965,7.693795139,7.698671783,7.696233461,8,38,1,3.39E-05,1078.968,1082.622,1078.968,1082.622,1078.968,1082.622,0.002236,0.000109,0.002379,0.002503,1.659289,2.541395
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124323,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML2P2_20_R2,5,356.3,67.83,20,7.7,7,20.5,7.696207593,8,7.54,20.5,2506.58495,2498.59898,2502.591965,7.693795139,7.698671783,7.696233461,8,38,1,3.39E-05,1078.968,1082.622,1078.968,1082.622,1078.968,1082.622,0.002236,0.000109,0.002379,0.002503,1.659289,2.541395
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124323,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML2P2_20_R2,6,346.94,65.48,20,7.7,7,20.5,7.696207593,8,7.54,20.5,2506.58495,2498.59898,2502.591965,7.693795139,7.698671783,7.696233461,8,38,1,3.39E-05,1078.968,1082.622,1078.968,1082.622,1078.968,1082.622,0.002236,0.000109,0.002379,0.002503,1.659289,2.541395
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124323,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML2P2_20_R2,7,394.17,77.29,20,7.7,7,20.5,7.696207593,8,7.54,20.5,2506.58495,2498.59898,2502.591965,7.693795139,7.698671783,7.696233461,8,38,1,3.39E-05,1078.968,1082.622,1078.968,1082.622,1078.968,1082.622,0.002236,0.000109,0.002379,0.002503,1.659289,2.541395
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124324,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_24_R1,1,418.23,83.31,24,8.1,0.18,25.5,7.968836716,0.18,7.94,25.4,2512.13766,2514.88069,2513.509175,7.967820529,7.969874389,7.968847459,8,38,1,1.46E-05,526.2083,527.8848,526.2083,527.8848,526.2083,527.8848,0.001985,0.000217,0.002216,0.002514,3.369501,5.087917
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124324,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_24_R1,2,416.79,82.95,24,8.1,0.18,25.5,7.968836716,0.18,7.94,25.4,2512.13766,2514.88069,2513.509175,7.967820529,7.969874389,7.968847459,8,38,1,1.46E-05,526.2083,527.8848,526.2083,527.8848,526.2083,527.8848,0.001985,0.000217,0.002216,0.002514,3.369501,5.087917
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124324,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_24_R1,3,366.46,70.36,24,8.1,0.18,25.5,7.968836716,0.18,7.94,25.4,2512.13766,2514.88069,2513.509175,7.967820529,7.969874389,7.968847459,8,38,1,1.46E-05,526.2083,527.8848,526.2083,527.8848,526.2083,527.8848,0.001985,0.000217,0.002216,0.002514,3.369501,5.087917
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124324,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_24_R1,4,351.77,66.69,24,8.1,0.18,25.5,7.968836716,0.18,7.94,25.4,2512.13766,2514.88069,2513.509175,7.967820529,7.969874389,7.968847459,8,38,1,1.46E-05,526.2083,527.8848,526.2083,527.8848,526.2083,527.8848,0.001985,0.000217,0.002216,0.002514,3.369501,5.087917
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124324,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_24_R1,5,376.15,72.79,24,8.1,0.18,25.5,7.968836716,0.18,7.94,25.4,2512.13766,2514.88069,2513.509175,7.967820529,7.969874389,7.968847459,8,38,1,1.46E-05,526.2083,527.8848,526.2083,527.8848,526.2083,527.8848,0.001985,0.000217,0.002216,0.002514,3.369501,5.087917
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124324,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_24_R1,6,390.3,76.33,24,8.1,0.18,25.5,7.968836716,0.18,7.94,25.4,2512.13766,2514.88069,2513.509175,7.967820529,7.969874389,7.968847459,8,38,1,1.46E-05,526.2083,527.8848,526.2083,527.8848,526.2083,527.8848,0.001985,0.000217,0.002216,0.002514,3.369501,5.087917
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124324,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_24_R1,7,386.75,75.44,24,8.1,0.18,25.5,7.968836716,0.18,7.94,25.4,2512.13766,2514.88069,2513.509175,7.967820529,7.969874389,7.968847459,8,38,1,1.46E-05,526.2083,527.8848,526.2083,527.8848,526.2083,527.8848,0.001985,0.000217,0.002216,0.002514,3.369501,5.087917
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124324,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_24_R1,8,386.57,75.39,24,8.1,0.18,25.5,7.968836716,0.18,7.94,25.4,2512.13766,2514.88069,2513.509175,7.967820529,7.969874389,7.968847459,8,38,1,1.46E-05,526.2083,527.8848,526.2083,527.8848,526.2083,527.8848,0.001985,0.000217,0.002216,0.002514,3.369501,5.087917
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124324,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_24_R1,9,418.33,83.33,24,8.1,0.18,25.5,7.968836716,0.18,7.94,25.4,2512.13766,2514.88069,2513.509175,7.967820529,7.969874389,7.968847459,8,38,1,1.46E-05,526.2083,527.8848,526.2083,527.8848,526.2083,527.8848,0.001985,0.000217,0.002216,0.002514,3.369501,5.087917
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124324,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_24_R1,10,378.24,73.31,24,8.1,0.18,25.5,7.968836716,0.18,7.94,25.4,2512.13766,2514.88069,2513.509175,7.967820529,7.969874389,7.968847459,8,38,1,1.46E-05,526.2083,527.8848,526.2083,527.8848,526.2083,527.8848,0.001985,0.000217,0.002216,0.002514,3.369501,5.087917
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124325,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_24_R2,1,345.95,65.24,24,8.1,0.18,25.6,7.963787783,0.18,7.91,25.6,2512.63124,2513.9191,2513.27517,7.963773444,7.963824092,7.963798768,8,38,1,1.47E-05,533.4151,535.1105,533.4151,535.1105,533.4151,535.1105,0.001986,0.000216,0.002217,0.002513,3.360762,5.071553
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124325,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_24_R2,2,366.02,70.26,24,8.1,0.18,25.6,7.963787783,0.18,7.91,25.6,2512.63124,2513.9191,2513.27517,7.963773444,7.963824092,7.963798768,8,38,1,1.47E-05,533.4151,535.1105,533.4151,535.1105,533.4151,535.1105,0.001986,0.000216,0.002217,0.002513,3.360762,5.071553
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124325,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_24_R2,3,341.77,64.19,24,8.1,0.18,25.6,7.963787783,0.18,7.91,25.6,2512.63124,2513.9191,2513.27517,7.963773444,7.963824092,7.963798768,8,38,1,1.47E-05,533.4151,535.1105,533.4151,535.1105,533.4151,535.1105,0.001986,0.000216,0.002217,0.002513,3.360762,5.071553
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124325,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_24_R2,4,360.7,68.93,24,8.1,0.18,25.6,7.963787783,0.18,7.91,25.6,2512.63124,2513.9191,2513.27517,7.963773444,7.963824092,7.963798768,8,38,1,1.47E-05,533.4151,535.1105,533.4151,535.1105,533.4151,535.1105,0.001986,0.000216,0.002217,0.002513,3.360762,5.071553
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124325,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_24_R2,5,346.05,65.26,24,8.1,0.18,25.6,7.963787783,0.18,7.91,25.6,2512.63124,2513.9191,2513.27517,7.963773444,7.963824092,7.963798768,8,38,1,1.47E-05,533.4151,535.1105,533.4151,535.1105,533.4151,535.1105,0.001986,0.000216,0.002217,0.002513,3.360762,5.071553
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124325,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_24_R2,6,357.78,68.19,24,8.1,0.18,25.6,7.963787783,0.18,7.91,25.6,2512.63124,2513.9191,2513.27517,7.963773444,7.963824092,7.963798768,8,38,1,1.47E-05,533.4151,535.1105,533.4151,535.1105,533.4151,535.1105,0.001986,0.000216,0.002217,0.002513,3.360762,5.071553
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124325,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_24_R2,7,356.8,67.95,24,8.1,0.18,25.6,7.963787783,0.18,7.91,25.6,2512.63124,2513.9191,2513.27517,7.963773444,7.963824092,7.963798768,8,38,1,1.47E-05,533.4151,535.1105,533.4151,535.1105,533.4151,535.1105,0.001986,0.000216,0.002217,0.002513,3.360762,5.071553
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124325,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_24_R2,8,362.61,69.4,24,8.1,0.18,25.6,7.963787783,0.18,7.91,25.6,2512.63124,2513.9191,2513.27517,7.963773444,7.963824092,7.963798768,8,38,1,1.47E-05,533.4151,535.1105,533.4151,535.1105,533.4151,535.1105,0.001986,0.000216,0.002217,0.002513,3.360762,5.071553
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124325,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_24_R2,9,356.11,67.78,24,8.1,0.18,25.6,7.963787783,0.18,7.91,25.6,2512.63124,2513.9191,2513.27517,7.963773444,7.963824092,7.963798768,8,38,1,1.47E-05,533.4151,535.1105,533.4151,535.1105,533.4151,535.1105,0.001986,0.000216,0.002217,0.002513,3.360762,5.071553
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124325,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML1P1_24_R2,10,368.16,70.79,24,8.1,0.18,25.6,7.963787783,0.18,7.91,25.6,2512.63124,2513.9191,2513.27517,7.963773444,7.963824092,7.963798768,8,38,1,1.47E-05,533.4151,535.1105,533.4151,535.1105,533.4151,535.1105,0.001986,0.000216,0.002217,0.002513,3.360762,5.071553
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML2P2_24_R1,1,362.74,69.43,24,7.7,7,25.5,7.760998603,7,7.51,25.5,2517.40563,2515.61425,2516.50994,7.757151435,7.764891395,7.761021415,8,38,1,2.55E-05,924.4191,927.3622,924.4191,927.3622,924.4191,927.3622,0.002159,0.000147,0.002332,0.002517,2.281158,3.443455
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML2P2_24_R1,2,358.14,68.29,24,7.7,7,25.5,7.760998603,7,7.51,25.5,2517.40563,2515.61425,2516.50994,7.757151435,7.764891395,7.761021415,8,38,1,2.55E-05,924.4191,927.3622,924.4191,927.3622,924.4191,927.3622,0.002159,0.000147,0.002332,0.002517,2.281158,3.443455
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML2P2_24_R1,3,363.08,69.52,24,7.7,7,25.5,7.760998603,7,7.51,25.5,2517.40563,2515.61425,2516.50994,7.757151435,7.764891395,7.761021415,8,38,1,2.55E-05,924.4191,927.3622,924.4191,927.3622,924.4191,927.3622,0.002159,0.000147,0.002332,0.002517,2.281158,3.443455
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML2P2_24_R1,4,361.03,69.01,24,7.7,7,25.5,7.760998603,7,7.51,25.5,2517.40563,2515.61425,2516.50994,7.757151435,7.764891395,7.761021415,8,38,1,2.55E-05,924.4191,927.3622,924.4191,927.3622,924.4191,927.3622,0.002159,0.000147,0.002332,0.002517,2.281158,3.443455
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML2P2_24_R1,5,368.79,70.95,24,7.7,7,25.5,7.760998603,7,7.51,25.5,2517.40563,2515.61425,2516.50994,7.757151435,7.764891395,7.761021415,8,38,1,2.55E-05,924.4191,927.3622,924.4191,927.3622,924.4191,927.3622,0.002159,0.000147,0.002332,0.002517,2.281158,3.443455
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML2P2_24_R1,6,369.1,71.03,24,7.7,7,25.5,7.760998603,7,7.51,25.5,2517.40563,2515.61425,2516.50994,7.757151435,7.764891395,7.761021415,8,38,1,2.55E-05,924.4191,927.3622,924.4191,927.3622,924.4191,927.3622,0.002159,0.000147,0.002332,0.002517,2.281158,3.443455
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML2P2_24_R1,7,372.84,71.96,24,7.7,7,25.5,7.760998603,7,7.51,25.5,2517.40563,2515.61425,2516.50994,7.757151435,7.764891395,7.761021415,8,38,1,2.55E-05,924.4191,927.3622,924.4191,927.3622,924.4191,927.3622,0.002159,0.000147,0.002332,0.002517,2.281158,3.443455
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML2P2_24_R1,8,353.7,67.18,24,7.7,7,25.5,7.760998603,7,7.51,25.5,2517.40563,2515.61425,2516.50994,7.757151435,7.764891395,7.761021415,8,38,1,2.55E-05,924.4191,927.3622,924.4191,927.3622,924.4191,927.3622,0.002159,0.000147,0.002332,0.002517,2.281158,3.443455
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML2P2_24_R1,9,359.61,68.65,24,7.7,7,25.5,7.760998603,7,7.51,25.5,2517.40563,2515.61425,2516.50994,7.757151435,7.764891395,7.761021415,8,38,1,2.55E-05,924.4191,927.3622,924.4191,927.3622,924.4191,927.3622,0.002159,0.000147,0.002332,0.002517,2.281158,3.443455
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124330,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML2P2_24_R1,10,360.12,68.78,24,7.7,7,25.5,7.760998603,7,7.51,25.5,2517.40563,2515.61425,2516.50994,7.757151435,7.764891395,7.761021415,8,38,1,2.55E-05,924.4191,927.3622,924.4191,927.3622,924.4191,927.3622,0.002159,0.000147,0.002332,0.002517,2.281158,3.443455
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124331,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML2P2_24_R2,1,355.37,67.59,24,7.7,7,25.6,7.75042988,8,7.47,25.6,2517.44672,2517.02952,2517.23812,7.752851501,7.748055724,7.750453613,8,38,1,2.62E-05,950.7883,953.8117,950.7883,953.8117,950.7883,953.8118,0.002166,0.000144,0.002337,0.002517,2.242673,3.384303
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124331,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML2P2_24_R2,2,353.06,67.02,24,7.7,7,25.6,7.75042988,8,7.47,25.6,2517.44672,2517.02952,2517.23812,7.752851501,7.748055724,7.750453613,8,38,1,2.62E-05,950.7883,953.8117,950.7883,953.8117,950.7883,953.8118,0.002166,0.000144,0.002337,0.002517,2.242673,3.384303
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124331,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML2P2_24_R2,3,402.18,79.29,24,7.7,7,25.6,7.75042988,8,7.47,25.6,2517.44672,2517.02952,2517.23812,7.752851501,7.748055724,7.750453613,8,38,1,2.62E-05,950.7883,953.8117,950.7883,953.8117,950.7883,953.8118,0.002166,0.000144,0.002337,0.002517,2.242673,3.384303
P_lividus_2022,Laboratory microcosm experiment,Paracentrotus lividus,marinespecies.org/aphia.php?p=taxdetails&id=124331,27-10-2022,31-10-2022,experiment2_multiple_drivers,ML2P2_24_R2,4,357.62,68.15,24,7.7,7,25.6,7.75042988,8,7.47,25.6,2517.44672,2517.02952,2517.23812,7.752851501,7.748055724,7.750453613,8,38,1,2.62E-05,950.7883,953.8117,950.7883,953.8117,950.7883,953.8118,0.002166,0.000144,0.002337,0.002517,2.242673,3.384303
